Reason,gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,taxonomicIssue,nonTaxonomicIssue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,isInvasive,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,2859097103,,,,CC0_1_0,2005-04-04T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12006553,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,botany,,,PRESERVED_SPECIMEN,,,,8996CF24-FD17-4850-92AE-C9B10C6362A9,CM450097,s.n.,"Koenig, A.",,,,,,,"fl,fr",,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1886-07,,,,1886,7,,1886-7,,,,,,,,,,,NORTH_AMERICA,,,,US,Massachusetts,Middlesex,,Cambridge,,,,,,,,,42.375095,-71.10561,3860,,,,,,,,Isaac (2026-01-03 16:22:28),,,georef batch tool 2026-01-03; GeoLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:07.945Z,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-14T00:02:07.945Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.22_1,Massachusetts,USA.22.9_1,Middlesex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,2859112099,,,,CC0_1_0,2005-04-04T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12006554,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,botany,,,PRESERVED_SPECIMEN,,,,B367AD4E-56FB-49BE-BE9E-A83EE296031F,CM450098,NH-416,"Farnsworth, N.R.",,,,,,,"fl,fr",,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,7/29/1963,,210,210,1963,7,29,29-Jul-63,bog area,,,,,,,,,,NORTH_AMERICA,,,,US,New Hampshire,Rockingham,,Hampton Beach,,,,,,,,,42.911309,-70.817253,4200,,,,,,,,Isaac (2025-12-30 15:08:33),,,georef batch tool 2025-12-30; GeoLocate,,,,,,,,,,,,,,,,,,,,,,,,L.K. Henry,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:07.415Z,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-14T00:02:07.415Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.30_1,New Hampshire,USA.30.8_1,Rockingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,2859356089,,,,CC0_1_0,2005-04-04T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12006561,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,botany,,,PRESERVED_SPECIMEN,,,,089C5868-6110-4F3B-9A66-685B0D26A80C,CM450105,413,"Stewart, S.",,,,,,,fl-fr,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,5/11/1958,,131,131,1958,5,11,11-May-58,old field,,,,,,,,,,NORTH_AMERICA,,,,US,North Carolina,Lee,,1 mi NE of Broadway,,,,,,,,,35.468189,-79.040485,3902,,,,,,,,David Newbury,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:14.966Z,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-14T00:02:14.966Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.34_1,North Carolina,USA.34.53_1,Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,2859358089,,,,CC0_1_0,2005-04-04T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12006563,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,botany,,,PRESERVED_SPECIMEN,,,,04B61062-8200-4BA4-B670-A3BE0E1344E5,CM450107,s.n.,"Dutton, D.L.",,,,,,,fl,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,7/10/1920,,192,192,1920,7,10,10-Jul-20,in grain field,,,,,,,,,,NORTH_AMERICA,,,,US,Vermont,Rutland,,Pittsfield,,,,,,,,,43.772288,-72.812883,3036,,,,,,,,David Newbury,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:21.302Z,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-14T00:02:21.302Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.46_1,Vermont,USA.46.11_1,Rutland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,2859359074,,,,CC0_1_0,2005-04-04T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12006564,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,botany,,,PRESERVED_SPECIMEN,,,,E70E1C13-6045-428D-9220-0D2BB02B3991,CM450108,10185,"Jennings, O.E.; Jennings, G.K.",,,,,,,fl,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,8/29/1915,,241,241,1915,8,29,29-Aug-15,along shaly bluff facing ocean,,,,,,,,,,NORTH_AMERICA,,,,US,Washington,Grays Harbor,,Pacific Beach,,,,,,,,,47.208973,-124.203235,3036,,,,,,,,David Newbury,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:20.950Z,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-14T00:02:20.950Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.48_1,Washington,USA.48.14_1,Grays Harbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,2859357086,,,,CC0_1_0,2005-04-04T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12006565,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,botany,,,PRESERVED_SPECIMEN,,,,768F9736-647B-43FC-B434-D24A4EEF1330,CM450109,s.n.,"Abbott, C.L.",,,,,,,"fl,fr",,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,6/18/1926,,169,169,1926,6,18,18-Jun-26,,,,,,,,,,,NORTH_AMERICA,,,,US,California,,,Oakland,,,,,,,,,37.804372,-122.270803,12896,,,,,,,,David Newbury,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,,,,,,,,Raphanus sativus L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,sativus,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:21.396Z,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,7678610,7678610,6,7707728,220,7225535,3112,3040962,,7678610,Raphanus sativus,Raphanus sativus L.,Raphanus sativus,,DWC_ARCHIVE,2026-01-14T00:02:21.396Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.1_1,Alameda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,2859390069,,,,CC0_1_0,2005-04-04T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12006566,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,botany,,,PRESERVED_SPECIMEN,,,,0742E255-0F2C-4923-9DDF-0439F7E1CEDC,CM450110,s.n.,"Mason, E.",,,,,,,"fl,fr",,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,3/1/1945,,60,60,1945,3,1,1-Mar-45,waste field,,,,,,,,,,NORTH_AMERICA,,,,US,California,Los Angeles,,Pasadena,,,,,,,,,34.147785,-118.144516,9980,,,,,,,,David Newbury,,,GEOLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,,,,,,,,Raphanus sativus L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,sativus,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:16.076Z,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,7678610,7678610,6,7707728,220,7225535,3112,3040962,,7678610,Raphanus sativus,Raphanus sativus L.,Raphanus sativus,,DWC_ARCHIVE,2026-01-14T00:02:16.076Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.19_1,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,2859110109,,,,CC0_1_0,2005-04-04T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12006570,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,botany,,,PRESERVED_SPECIMEN,,,,D5E2ACFB-1E85-4D7C-AFA2-70939C8DEBB2,CM450114,11839,"Moldenke, H.N.",,,,,,,"fl,fr",,,,,,,reviewed - high confidence,PRESENT,,,,,,,,,,,,,,,,,,,,,,,9/28/1941,,271,271,1941,9,28,28-Sep-41,escaped from cultivation,,,,,,,,,,NORTH_AMERICA,,,,US,Massachusetts,Berkshire,,"Camp Northrop, Mount Washington",,,,,,,,,42.1,-73.4833,5019,,,,,,,,shannonl (2021-10-16 09:49:46),,,georef batch tool 2021-10-16; GeoLocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,,,,,,,,Raphanus sativus L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,sativus,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:23.770Z,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,7678610,7678610,6,7707728,220,7225535,3112,3040962,,7678610,Raphanus sativus,Raphanus sativus L.,Raphanus sativus,,DWC_ARCHIVE,2026-01-14T00:02:23.770Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.22_1,Massachusetts,USA.22.2_1,Berkshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,2859111121,,,,CC0_1_0,1997-06-30T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=12006792,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,botany,,,PRESERVED_SPECIMEN,,,,AA095AA7-D4CC-44E5-8113-411AFCB64E3F,CM450338,s.n.,"Congdon, J.W.",,,,,,,fr,,,,,,,reviewed - high confidence,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1877-08-20,,232,232,1877,8,20,20 Aug 1877,,,,,,,,,,,NORTH_AMERICA,,,,US,Rhode Island,Washington,,South Kingston,,,,,,,,,41.44743,-71.524783,12895,,,,,,,,isaac (2019-11-27 13:21:28),,,georef batch tool 2019-11-27; GeoLocate,,,,,,,,,,,,,,,,,,,,,,,,S.I. Warwick 1994,,,,,,1213,,,,,,,,Raphanus sativus L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,sativus,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:15.691Z,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,7678610,7678610,6,7707728,220,7225535,3112,3040962,,7678610,Raphanus sativus,Raphanus sativus L.,Raphanus sativus,,DWC_ARCHIVE,2026-01-14T00:02:15.691Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.40_1,Rhode Island,USA.40.5_1,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,3460916305,,,,CC0_1_0,1922-01-06T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=28904672,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,botany,,,PRESERVED_SPECIMEN,,,,A38FFEC0-F116-4170-BF85-F6456577E699,CM545872,s.n.,"Pearce, T.A.",,,,,,,fl,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,6/5/1971,,156,156,1971,6,5,6/5/1971,,,,,,,,,,,NORTH_AMERICA,,,,US,Washington,King,,"Thornton Creek, Seattle",,,,,,,,,47.7046,-122.2845,900,,,,,,,,Isaac,,,,coordinates given by collector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,,,,,,,,Raphanus sativus L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,sativus,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:29.631Z,,,,,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;MODIFIED_DATE_UNLIKELY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,7678610,7678610,6,7707728,220,7225535,3112,3040962,,7678610,Raphanus sativus,Raphanus sativus L.,Raphanus sativus,,DWC_ARCHIVE,2026-01-14T00:02:29.631Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.48_1,Washington,USA.48.17_1,King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,4067739491,,,,CC_BY_NC_4_0,2025-06-28T00:20:08Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=29799292,,,,e4cc6a10-4a98-493b-8d72-c3328156c062,,IUP,,,,PRESERVED_SPECIMEN,,,,356f7c16-62b9-4fdd-9d66-92320bae6b24,,s.n.,J.G. Spence,,,,,,,,,,,,,,,PRESENT,,Main,,,,,073-RA5-SA2-001,,,,,,,,,,,,,,,,8/10/1949,,222,222,1949,8,10,,,,,,,,,,,,,,,,US,,,,Belwood Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,,,,,,,,Raphanus sativus L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,sativus,,,SPECIES,,野萝卜,,ACCEPTED,,,780977d6-1cdb-4804-904f-9303cce8b4a1,CN,2025-11-22T10:34:20.696Z,,,,,,COUNTRY_INVALID;RECORDED_DATE_MISMATCH;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,,,,FALSE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,EML,2025-11-22T10:34:20.696Z,2025-11-22T10:27:45.098Z,,TRUE,,,FALSE,NORTH_AMERICA,ASIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,5931826208,,,,CC0_1_0,2025-12-23T00:00:00Z,,,https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=34274108,Carnegie Museum of Natural History,,,a3883acd-bc7d-40f2-a6e4-372a3435e5d1,,CM,Botany,,,PRESERVED_SPECIMEN,,,,1719E543-6338-4BB2-8EF2-5AD3A806C108,CM557282,32436,"Isaac, B.L.; Isaac, J.A.",,,,,,,fl,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,5/25/2024,,146,146,2024,5,25,5/25/2024,edge of field,,,,,,,,,,NORTH_AMERICA,,,,US,Pennsylvania,Erie,,"N of Elgin, Titus Bog tract",,,,,,,,,41.947956,-79.762636,4,,,,,,,,Isaac,,,,coordinates given by collector,,,,,,,,,,,,,,,,,,,,,,,B.L. Isaac 2024,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,SPECIES,,,,ACCEPTED,,,f3f03cbf-1a01-4739-ae15-c1355b8c2dbf,US,2026-01-14T00:02:26.230Z,,,,,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,,,,TRUE,FALSE,3040983,3040983,6,7707728,220,7225535,3112,3040962,,3040983,Raphanus raphanistrum,Raphanus raphanistrum L.,Raphanus raphanistrum,,DWC_ARCHIVE,2026-01-14T00:02:26.230Z,2026-01-13T23:50:16.001Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.39_1,Pennsylvania,USA.39.25_1,Erie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fit for image scoring,4095946655,,,,CC_BY_4_0,2016-03-09T20:53:41Z,,,https://midwestherbaria.org/portal/collections/individual/index.php?occid=25191109,,,,503b3af6-cdb1-49b3-865d-1733687316db,,UWEC,,,,PRESERVED_SPECIMEN,,,,b5301ca0-213d-4382-a55c-f893c5d18b46,UWEC03512,10758,"Rohrer, Joseph R.",,,,,,,,,,,,,,,PRESENT,,,,,,,,Petals white. Sheet 1 of 2.,,,,,,,,,,,,,,,6/15/2010,,166,166,2010,6,15,6/15/2010,Weeds adventive or persisting in community garden.,,,,,,,,,,NORTH_AMERICA,,,,US,Wisconsin,Eau Claire,,"Demmler Gardens, just E of 435 Jefferson St.",,,,,,,,,44.8,-91.48333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,,,,,,,,Raphanus sativus L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,sativus,,,SPECIES,,,,ACCEPTED,,,c924811b-a307-420b-974e-a5f2f24a8b99,US,2026-01-13T16:57:48.772Z,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND;INSTITUTION_MATCH_FUZZY,,,,TRUE,FALSE,7678610,7678610,6,7707728,220,7225535,3112,3040962,,7678610,Raphanus sativus,Raphanus sativus L.,Raphanus sativus,,DWC_ARCHIVE,2026-01-13T16:57:48.772Z,2026-01-13T16:57:29.412Z,,FALSE,,,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.50_1,Wisconsin,USA.50.18_1,Eau Claire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
